review_count,mean_error
159,0.5604420255565044
160,0.8771367311477661
161,0.6073244787891459
162,0.7295591242519426
163,0.7058451009918089
164,0.7159199365755406
166,0.596197241760162
167,0.8608377736485647
170,0.7653129184947295
171,0.7048545148637559
172,0.7611723043197809
173,0.7637305900540655
174,0.6539213534059196
175,0.6743540729795183
176,0.841267564418641
177,0.7215778796237292
181,0.6628351122634846
183,0.6471038359761889
184,0.6305000458074652
185,0.5293707306320603
187,0.6486385493355001
188,0.7175206488117258
189,0.8097969678343919
190,0.7390422432046188
191,0.7544650388637762
192,0.7295403145253658
193,0.7121578995427937
195,0.7095082643704537
196,0.6048098561309633
197,0.8414869290317981
198,0.5916675624221263
199,0.8102134741730427
200,0.5994401097297668
201,0.7510045849861791
203,0.7749766498950902
204,0.6385790878066829
205,0.6940684231316171
208,0.667610214306758
210,0.7748494562648591
212,0.6916849677855114
214,0.7202751848185174
216,0.6276490246808087
218,0.7303468284256961
220,0.5172140251506459
221,0.6180016379550571
222,0.7497334708501627
223,0.6781433270116558
224,0.7100632930440562
226,0.7035900628672237
227,0.562794090892775
228,0.7747555798605869
230,0.7405581588330477
231,0.7615614654697898
233,0.6785532880750337
234,0.6544025112421085
237,0.7566556065394405
238,0.6303107648336587
239,0.6320377089488456
240,0.9156398877501488
242,0.7862352068759193
245,0.6836128682506327
246,0.5822178241683216
247,0.6687339597385422
248,0.6598605994255312
252,0.6637048248260741
255,0.6487954343066497
257,0.7955868183870723
259,0.6796035469729007
261,0.7237551198608574
263,0.613325747246978
264,0.6391650871797041
266,0.6897745248966647
267,0.6837818417209811
268,0.7355868193640638
269,0.7588993474896513
272,0.8285367497626472
274,0.5512450498386021
276,0.7579967068589252
277,0.6844013184846954
287,0.7916194420658338
290,0.7296947746441282
292,0.6472686374024169
293,0.7279229473335345
296,0.8481287750843409
301,0.5903068087821783
304,0.6840082591301516
310,0.6323060351033365
317,0.6735640531082635
322,0.7362560307757454
339,0.6604138985496003
341,0.5462299749648466
346,0.6916871642790778
353,0.7263468980113778
357,0.8546022674282726
374,0.6713244092655691
383,0.6277591099004521
386,0.7195931920115812
391,0.7949146321972312
406,0.6567012761614005
430,0.8871322551438975
434,0.7951552681109872
435,0.843580778713884
447,0.6988420161091508
463,0.7887689603842618
464,0.7023260023059517
528,0.6650974533774636
